Gene,Frequency,Median_Rank
SOX18,2,1119.5
AC138028.6,2,1120.5
NHSL2,2,1120.5
AL358333.3,2,1121
MFAP2,2,1121.5
NOP58,2,1122
TRGJP1,2,1122
ZNF583,2,1122
AP000769.2,2,1123.5
LLGL1,2,1124
RNF227,2,1124.5
AC026401.1,2,1125.5
COL23A1,2,1125.5
DRD4,2,1125.5
PMEL,2,1125.5
AL138787.2,2,1126.5
AC006486.1,2,1127
EDA2R,2,1129.5
AL137779.1,2,1130
KIAA1217,2,1131
PARD3B,2,1131
GOLGA8A,2,1132
ATP8B2,2,1133
B3GNT8,2,1133
HIST1H2BE,2,1133
AL139398.1,2,1133.5
SRGAP1,2,1134
PIK3CD-AS1,2,1134.5
CCNJ,2,1135.5
PTGDR2,2,1136
SNURF,2,1136.5
EPS8L1,2,1137
LINC02361,2,1137.5
LINC01723,2,1139
MMP7,2,1139
AC245060.5,2,1140.5
CERCAM,2,1140.5
CEMIP,2,1141
PRKG2,2,1141
AC121338.1,2,1142
AC011611.4,2,1142.5
AL157402.1,2,1142.5
HOMEZ,2,1142.5
SLC1A4,2,1142.5
AL139260.1,2,1143
AC010542.4,2,1143.5
KANTR,2,1143.5
LINC00240,2,1144
AC091138.1,2,1145
AC092279.1,2,1145
SERPINC1,2,1145
AC073283.1,2,1145.5
AL691447.2,2,1145.5
PNMA8C,2,1145.5
ZNF568,2,1146
STARD9,2,1146.5
AL133215.2,2,1147.5
LTB4R2,2,1147.5
AC012377.1,2,1148
PIK3CD-AS2,2,1149
AC002401.4,2,1149.5
PLA2G7,2,1151
TRPV3,2,1151.5
UCP3,2,1152.5
AC135050.2,2,1153.5
AC087362.2,2,1155.5
AP000879.1,2,1156
PLEK2,2,1156
AC026191.1,2,1156.5
ZNF117,2,1156.5
ZNF461,2,1157
ZNF256,2,1158
KLHDC9,2,1159
LINC02404,2,1159
ZNF165,2,1159
AP002954.1,2,1159.5
AL133352.1,2,1160
GPSM1,2,1160.5
PPP1R13B,2,1161
KANSL1-AS1,2,1161.5
DPP9-AS1,2,1162.5
FRAT2,2,1162.5
LINC00294,2,1164
SMAD6,2,1164
LIX1L-AS1,2,1164.5
AC135048.3,2,1166
AC090510.1,2,1166.5
AC007250.1,2,1167
KIF19,2,1167
NRG1,2,1168
LGALS8-AS1,2,1168.5
AC007163.1,2,1170
AC020765.2,2,1170
ABCF2,2,1170.5
DHX32,2,1170.5
SOD2-1,2,1171.5
FAM239A,2,1172
LINC01934,2,1173
AC090360.1,2,1174
SIRT4,2,1174
AC104984.3,2,1174.5
MPZL3,2,1175
NKAPL,2,1175.5
AL354872.2,2,1176
TMEM241,2,1176.5
AL031280.1,2,1177.5
CAV2,2,1177.5
AL121992.1,2,1178
SLC30A4,2,1178
AC008440.2,2,1178.5
KLKB1,2,1179
TMCC2,2,1179
ADORA2A-AS1,2,1179.5
FAM213B,2,1179.5
AL034345.2,2,1180.5
PTPN7,2,1180.5
AC068831.7,2,1181
CYB561D2-1,2,1181
SFXN5,2,1181
ZFAT-AS1,2,1181.5
PHACTR2-AS1,2,1182
F5,2,1183
C9orf16,2,1183.5
C1orf115,2,1185.5
PTPRN,2,1185.5
LBX2-AS1,2,1186
MARCH9,2,1186
SPARC,2,1186.5
CEP162,2,1187
ADM2,2,1187.5
AF131216.1,2,1187.5
BMPR1A,2,1187.5
AC009237.14,2,1188.5
BEND3,2,1189
COL7A1,2,1190
AC068446.2,2,1190.5
IDNK,2,1190.5
AL132656.2,2,1191
FOXE1,2,1191
AL512604.3,2,1192
PLA2G2D,2,1192
LINC01962,2,1192.5
CDC42EP1,2,1193
STRC,2,1193
AC092368.3,2,1193.5
AL031775.2,2,1193.5
SPACA6,2,1193.5
MAP3K7CL,2,1195
AC024933.1,2,1196.5
NRN1L,2,1197
PTAFR,2,1197
AC098934.4,2,1197.5
OXNAD1,2,1197.5
PPM1K,2,1197.5
SDC4,2,1197.5
GAS5-AS1,2,1198.5
HIST1H2BG,2,1199
RFPL2,2,1199.5
SUCLA2-AS1,2,1200.5
AC103706.1,2,1201
GYPE,2,1201.5
AL354896.1,2,1202
PCOLCE,2,1202
SPATA32,2,1202
ZNF154,2,1202
AC009686.2,2,1202.5
AC103974.1,2,1202.5
CALM3,2,1203
TAF1C,2,1204
C1orf53,2,1204.5
LINC00504,2,1204.5
MRM1,2,1205
KIAA1109,2,1205.5
TAF1A,2,1205.5
WDR49,2,1205.5
CLDN1,2,1207.5
KLC3,2,1207.5
VASH1-AS1,2,1207.5
AL021707.2,2,1209
NFATC1,2,1209
AC068831.4,2,1211
ENPP3,2,1211.5
DBN1,2,1212
DNAJC3-DT,2,1213
AC010967.1,2,1213.5
AL136018.1,2,1213.5
FAM78A,2,1213.5
KCTD21-AS1,2,1213.5
AC093249.2,2,1214
AL162431.1,2,1214
ENTPD5,2,1214
ACY1,2,1214.5
AC022392.1,2,1215
ASAP3,2,1215
AC115676.1,2,1215.5
AC010320.2,2,1216
ANGPTL6,2,1216
AL121983.2,2,1216.5
SDR16C5,2,1216.5
TMEM178B,2,1216.5
ZNF713,2,1216.5
HHIP-AS1,2,1218.5
IGF1,2,1218.5
MAP3K15,2,1218.5
AC005498.3,2,1219
PKIB,2,1219
NPIPA2,2,1219.5
FOXD4,2,1220
GOLGA8O,2,1220
TMEM225B,2,1220
TRMT10A,2,1220
APTR,2,1220.5
DMRT2,2,1220.5
LARP6,2,1220.5
CPLANE2,2,1221
FGFR4,2,1221.5
AC007622.2,2,1222
AL157955.1,2,1222
SNX27,2,1222
ZNF324B,2,1222.5
AC079145.1,2,1224
NBPF11,2,1224
ZBTB8A,2,1224
LINC01550,2,1224.5
QSER1,2,1224.5
TSPAN33,2,1224.5
AL162741.1,2,1225
AC017002.1,2,1225.5
AC246817.2,2,1226.5
CDC20,2,1227
BNC2,2,1228.5
PLSCR1,2,1228.5
AF165147.1,2,1229.5
XCR1,2,1229.5
ZYG11A,2,1229.5
CBWD3,2,1231.5
EML6,2,1232
MIR497HG,2,1232
AC016727.1,2,1234
HSF4,2,1235
STARD7,2,1235
CLEC4A,2,1235.5
IRX5,2,1235.5
GATA2-AS1,2,1236
SNX7,2,1236
TRPC5,2,1236.5
ZNF132,2,1236.5
AC090617.4,2,1238
AK7,2,1238
CHTF18,2,1238
DNHD1,2,1238.5
ZCCHC14,2,1238.5
CD274,2,1239
DOK3,2,1239
AC100786.1,2,1240
CDC42EP3,2,1240
SCARB1,2,1240.5
CTHRC1,2,1241.5
SNX21,2,1242.5
FOXN3-AS1,2,1243
ALS2,2,1243.5
FRY-AS1,2,1243.5
POU5F1B,2,1243.5
AL158071.5,2,1244
CYBRD1,2,1244
DAB1,2,1245.5
AL035071.1,2,1247
AP001107.7,2,1247
MACF1,2,1247
KDM4B,2,1249.5
NDUFB11,2,1249.5
ZNF625,2,1249.5
RFTN1,2,1250
EARS2,2,1251
GAS6-AS1,2,1251.5
LTBP1,2,1251.5
LINC00511,2,1252
BAP1,2,1252.5
HIST2H2BE,2,1252.5
SIGLEC6,2,1252.5
AC073912.1,2,1254
GPR82,2,1254
OVGP1,2,1254
RGS9BP,2,1254
AC011978.2,2,1254.5
OSGEPL1,2,1255
ZNF185,2,1255.5
NATD1,2,1256
AC010809.2,2,1257.5
C3orf20,2,1259
AC012306.2,2,1260
ATP5MD,2,1260
FMO4,2,1260
UTP15,2,1260
FES,2,1262
MIR503HG,2,1262
SIRPD,2,1262.5
TPPP,2,1262.5
AC087645.2,2,1263.5
GJC2,2,1263.5
AP4B1-AS1,2,1264
ACTL10,2,1264.5
AL450311.2,2,1264.5
KLHL25,2,1265
AC114956.1,2,1265.5
ARHGAP39,2,1265.5
KISS1R,2,1265.5
ARMH2,2,1266.5
KLHDC7B,2,1266.5
NEURL1B,2,1266.5
B4GALT1-AS1,2,1267
SEZ6,2,1267
ECM1,2,1268
TRAIP,2,1268
LINC00910,2,1269
TCP1,2,1269
ST20,2,1270
TEC,2,1270.5
UBOX5,2,1270.5
CEL,2,1271
OSGEPL1-AS1,2,1271
AC005280.2,2,1271.5
NOVA1,2,1271.5
TRIP13,2,1273
CCSER1,2,1273.5
STX1A,2,1273.5
AC022973.3,2,1274
NPIPB3,2,1274
ZBTB3,2,1274
LINC00332,2,1275
WWC2,2,1275
AL355802.2,2,1275.5
TUBA1C,2,1276
AC008079.2,2,1276.5
TVP23A,2,1276.5
AC004816.2,2,1277.5
KIAA0753,2,1277.5
CU633967.1,2,1279
HCLS1,2,1279.5
RAB3IL1,2,1279.5
SYNC,2,1280
PDE1B,2,1280.5
ZSCAN21,2,1280.5
AC108863.1,2,1282.5
LAMTOR4,2,1285.5
AL132989.2,2,1286
NXN,2,1286
AC073254.1,2,1286.5
AC104113.1,2,1287
CABP7,2,1288
LDB2,2,1288.5
LINC01635,2,1289
SOX15,2,1289
AL445472.1,2,1290
ACTR3,2,1290.5
AL359513.1,2,1290.5
AP5S1,2,1290.5
AC008264.2,2,1293.5
FBXO30,2,1293.5
AC254562.3,2,1294
AC007998.2,2,1295
AL133245.1,2,1295
HIST1H2AH,2,1295
PRNCR1,2,1295
AFG1L,2,1295.5
AP001056.1,2,1296
DOK6,2,1296.5
AC006213.2,2,1298
ATAD3C,2,1298.5
AC009501.1,2,1299
DGAT2,2,1299
AC004854.2,2,1300
NPPA-AS1,2,1300
LINC00954,2,1301
CCDC68,2,1302
GPR61,2,1303
AC018693.1,2,1303.5
CACFD1,2,1303.5
AC139530.3,2,1304.5
C1orf127,2,1304.5
FSD1L,2,1304.5
MARK1,2,1305
AC090229.1,2,1306
C3orf52,2,1306
TDRKH,2,1306
GPR31,2,1306.5
SCN4A,2,1306.5
ZNF354C,2,1307
ZNF224,2,1308
CLDN11,2,1308.5
DBH,2,1308.5
OAZ3,2,1308.5
HIST2H3PS2,2,1309
AC005670.1,2,1309.5
C1orf198,2,1310
CDAN1,2,1310
TSPAN18,2,1310
PLBD1,2,1311
NBEA,2,1311.5
PPP1R26,2,1312.5
AC008403.2,2,1313
DRAP1,2,1313.5
IMPG2,2,1313.5
CHRM3-AS2,2,1314
B4GALT1,2,1314.5
IFI6,2,1315
AC004997.1,2,1316
AL356234.2,2,1316
CREB3L4,2,1317
KCTD15,2,1317
ZNF660,2,1317
GATM,2,1317.5
PLEKHO1,2,1317.5
LIMCH1,2,1318.5
AL590705.1,2,1319.5
OMG,2,1319.5
CTBP2,2,1321
SHC4,2,1321
ABCB1,2,1323.5
ENTHD1,2,1323.5
AC005776.2,2,1324.5
PPP2R3B,2,1324.5
AC012640.2,2,1325
NPM2,2,1325
MPPE1,2,1325.5
MYPOP,2,1326.5
RFT1,2,1326.5
MID1,2,1327
APOL4,2,1328
ADPRH,2,1328.5
AL135999.1,2,1329.5
AL359317.2,2,1330
FBXO17,2,1330
ING5,2,1330
AC105446.1,2,1331
NRP2,2,1331
BBS10,2,1332
LRRC25,2,1332.5
JAZF1,2,1334
AC245297.2,2,1335
EPHX3,2,1335.5
MAK,2,1335.5
AC011455.1,2,1336.5
AL139274.2,2,1338
AC138150.1,2,1338.5
MDGA1,2,1340
ZNF577,2,1340.5
AL121845.3,2,1341
AC026471.1,2,1342.5
RASGRF2,2,1342.5
ANKHD1-EIF4EBP3,2,1343.5
ZNF575,2,1345
BOLA3-AS1,2,1345.5
AKR1C1,2,1346
GPR68,2,1346
AL161421.1,2,1346.5
MYBPC2,2,1347.5
AC092755.2,2,1348
LRP6,2,1348
ZAP70,2,1348.5
AC010746.1,2,1349
XPNPEP2,2,1349
AC145207.6,2,1349.5
AP002498.1,2,1350
AC087276.2,2,1350.5
CKAP2,2,1350.5
VPS45,2,1351.5
INTS2,2,1352.5
NOXO1,2,1352.5
AC079921.2,2,1353
CARMIL1,2,1353.5
XYLT2,2,1353.5
FAM27C,2,1354
PRDM12,2,1354
JDP2,2,1355
AC011815.1,2,1356
AC069277.1,2,1356.5
NCF2,2,1357
PROCR,2,1357
ARL15,2,1357.5
GPR153,2,1357.5
HDAC11,2,1357.5
HOXB5,2,1357.5
KCNC3,2,1357.5
LCA5,2,1357.5
CCDC151,2,1358
AC233992.3,2,1360
AP3B2,2,1360
AL139393.2,2,1360.5
PAXIP1,2,1360.5
CCDC169,2,1361
CCDC113,2,1362
CHORDC1,2,1362.5
MATN2,2,1363
AC245140.2,2,1365
ERCC6L,2,1365
AL445248.1,2,1365.5
AC023055.1,2,1367
LSMEM1,2,1367.5
AC009088.1,2,1368.5
FCAR,2,1369
AC084876.1,2,1370.5
AFDN,2,1373
AC136475.5,2,1373.5
GIPC2,2,1374
NUAK2,2,1374.5
AP002990.1,2,1375.5
GAB1,2,1375.5
AC006435.2,2,1376
AP001341.1,2,1377
SV2A,2,1377
AC006441.3,2,1377.5
CNIH3,2,1377.5
TRAJ33,2,1377.5
FBXL8,2,1378
FNDC7,2,1378
ZGLP1,2,1378
BACE1,2,1378.5
CLDN3,2,1378.5
TH2LCRR,2,1380.5
THRIL,2,1380.5
FAM102A,2,1381
SALL4,2,1381
DDB2,2,1381.5
PIGZ,2,1382
ZFP37,2,1382.5
AL022157.1,2,1383
TPX2,2,1383
MAP3K21,2,1383.5
PLSCR2,2,1383.5
ZBED3-AS1,2,1383.5
LINC00707,2,1384
TAS2R43,2,1386.5
ADRA2B,2,1387
ARHGEF40,2,1387.5
PACRGL,2,1387.5
KIF18A,2,1388
CACTIN,2,1388.5
FAAP24,2,1389.5
IL12A,2,1389.5
GORASP1,2,1390
TM4SF1,2,1390.5
ADAM29,2,1392
ERMN,2,1395.5
GPAT3,2,1396.5
TESMIN,2,1396.5
LINC01963,2,1398.5
AC009309.1,2,1400
PGAP3,2,1400
LINC02084,2,1403
VPS54,2,1403.5
AL662797.1,2,1404
EFCAB12,2,1404
TUBA8,2,1404.5
AL139089.1,2,1406
PSMB8,2,1406.5
CALHM6,2,1407.5
TMEM204,2,1407.5
EIF4A2,2,1408
RNF152,2,1408.5
FAIM2,2,1409
CTPS2,2,1410.5
SLC14A1,2,1410.5
AC009093.5,2,1411
HSD3B7,2,1411.5
CTNND2,2,1412
ZFP41,2,1412
FAM151B,2,1412.5
KCNMA1,2,1413
RAB12,2,1415.5
ARAP1-AS2,2,1416.5
BIRC2,2,1417.5
AC011632.1,2,1418.5
ATP6V1FNB,2,1419
PLAG1,2,1419
RNASE4,2,1419
VPS9D1,2,1420.5
PRSS36,2,1423
AP002812.5,2,1424
ACOT1,2,1424.5
SMIM2-AS1,2,1425
ALPK3,2,1426.5
PDE6B,2,1426.5
CBR4,2,1428
RTN2,2,1428
COBL,2,1430
PDE9A,2,1430
PLAU,2,1430
ASB2,2,1431.5
KIF13A,2,1433.5
NOMO3,2,1433.5
AL136320.1,2,1434
AL353597.1,2,1434
FDXACB1,2,1434.5
BRD8,2,1435
TRMT12,2,1435.5
COQ3,2,1436
ENOX2,2,1437
IL1R1,2,1437.5
ZNF169,2,1437.5
SPDYA,2,1438.5
OSBPL10,2,1439
AC013468.1,2,1440
SLC14A2,2,1440
TOMM20L,2,1441
EME2,2,1442
SLC43A2,2,1442.5
CEP126,2,1443
SMPDL3B,2,1443
C16orf74,2,1444
LYRM9,2,1444
DPEP2,2,1444.5
ENO3,2,1444.5
AL121944.1,2,1445.5
AL929472.3,2,1446
NKD2,2,1447
AC011043.1,2,1448
AL353708.3,2,1448
AC104187.1,2,1448.5
LINC00649,2,1448.5
GFOD1-AS1,2,1449.5
AC026785.2,2,1450
AL137230.1,2,1450
ERP27,2,1450
LKAAEAR1,2,1450
PSMA8,2,1450
AC144652.1,2,1451
C1RL-AS1,2,1451
ENAH,2,1451
UQCRH,2,1451
AC067930.4,2,1451.5
AC119396.1,2,1452
ST8SIA6,2,1452
AC133550.2,2,1454.5
DDIAS,2,1456.5
FCHO2,2,1457
LINC01473,2,1457.5
AL355075.3,2,1458.5
AL022314.1,2,1459
AL442663.3,2,1459.5
KCNC1,2,1460
TMEM189,2,1460.5
PHYHD1,2,1461.5
LOXL3,2,1462
ZNF69,2,1462
PLEKHG5,2,1463
IL1RL1,2,1463.5
RGL1,2,1464
LINC02531,2,1464.5
AL731563.3,2,1465.5
H2AFY2,2,1465.5
AC025423.4,2,1466
KCTD3,2,1466.5
HMX3,2,1467.5
MXD1,2,1469
ZNF594,2,1469
ZNF436,2,1470.5
LINC02572,2,1471.5
LIPT2,2,1471.5
AC073934.1,2,1472.5
SURF4,2,1472.5
C11orf95,2,1473
WDR92,2,1473
TPRN,2,1475
CCDC184,2,1475.5
TAB3,2,1476
NAALAD2,2,1477
AL133523.1,2,1477.5
AP000845.1,2,1477.5
MAN1B1-DT,2,1479
TIAM2,2,1479
AGBL2,2,1480
ARID5A,2,1480
AF196972.1,2,1480.5
C2orf50,2,1480.5
TMEM158,2,1482
WHRN,2,1482
AC127521.1,2,1482.5
L3MBTL1,2,1482.5
METTL21A,2,1482.5
PTPRO,2,1482.5
AC004889.1,2,1484
NUDT6,2,1484.5
AC026979.3,2,1485.5
APLP2,2,1485.5
LMLN,2,1486
PEX1,2,1486.5
CCDC138,2,1488
MYO6,2,1488.5
CCDC146,2,1489
MPIG6B,2,1489
NPTXR,2,1489
AL137186.2,2,1489.5
CPLX1,2,1490
C3orf18,2,1491
NAF1,2,1491
NECTIN1,2,1492.5
TDRD1,2,1494.5
TMEM56-RWDD3,2,1494.5
AC005899.8,2,1496
AL121972.1,2,1496
SOCS2,2,1496
SULT1A3,2,1496.5
C6orf47-AS1,2,1497.5
ESPL1,2,1498.5
GNB5,2,1498.5
HIPK1-AS1,2,1499
CDK5R1,2,1499.5
AC138466.1,2,1500
CDC37,2,1500.5
TREML2,2,1500.5
AC008771.1,2,1501.5
AC009554.1,2,1502.5
AC023794.3,2,1503
AC024267.6,2,1503.5
PPP2R2B,2,1504.5
CENPL,2,1505
RAVER2,2,1505
RNF144A,2,1505
LETM2,2,1507
MISP3,2,1507.5
GSAP,2,1508
RBL2,2,1508.5
CBFA2T3,2,1509
SNX33,2,1509
KRT83,2,1509.5
C14orf93,2,1510
LINC00996,2,1510.5
LINC01637,2,1510.5
PTGFRN,2,1511
RNF17,2,1511
AC068338.2,2,1511.5
AC098613.1,2,1513
C1QTNF4,2,1513.5
TERF2IP,2,1513.5
SLC44A4,2,1515
HIST1H2AB,2,1515.5
MICAL2,2,1515.5
HAR1A,2,1516.5
MTERF2,2,1517.5
NCS1,2,1517.5
GALR3,2,1518
GHSR,2,1518
DUSP8,2,1519
ZNF451-AS1,2,1519.5
FNDC10,2,1520
HSF2BP,2,1520.5
AL022322.2,2,1523
AL357033.4,2,1525
ZNF845,2,1525
EFEMP2,2,1526
AC021851.1,2,1526.5
TSPAN31,2,1526.5
LINC00528,2,1527
VCL,2,1528
ASAH2B,2,1529
STAT3,2,1529.5
CAMK2N1,2,1530
FAM173B,2,1530
AC022382.1,2,1531.5
MDK,2,1531.5
OTUD7B,2,1532
ZMYND11,2,1533.5
IGF2BP2,2,1535.5
PIK3C2B,2,1535.5
AL031599.1,2,1538
IL17D,2,1539.5
FFAR3,2,1540
CCR1,2,1540.5
YTHDF3-AS1,2,1540.5
LINC02137,2,1541
TUT4,2,1542
AC007114.2,2,1542.5
HES6,2,1542.5
TCP10L2,2,1542.5
LRRC20,2,1543
CD80,2,1543.5
MICU3,2,1543.5
C12orf74,2,1544.5
DLGAP1-AS1,2,1544.5
TRIM59,2,1545
LINC01684,2,1546.5
FGD6,2,1547
AC005899.6,2,1547.5
TMEM191B,2,1547.5
AC093495.1,2,1548.5
AL360012.1,2,1548.5
ZNF667-AS1,2,1548.5
DHRS1,2,1549
AC087289.2,2,1549.5
MBLAC1,2,1550
PLCXD2,2,1550
AL390066.1,2,1550.5
AL158198.1,2,1552
PLEKHA2,2,1552
TNFSF10,2,1552.5
GCNT2,2,1554
RASSF8,2,1554
C6orf136,2,1554.5
AL137077.2,2,1555.5
MEGF11,2,1556.5
TESPA1,2,1556.5
HIST1H2BD,2,1557
ATP5IF1,2,1557.5
CDV3,2,1558
MEGF8,2,1559.5
SULT1A2,2,1559.5
ZNF367,2,1560
AL356599.1,2,1560.5
SAMD10,2,1560.5
AF127577.4,2,1561
FBXO10,2,1561.5
HORMAD2-AS1,2,1561.5
RORB,2,1562
ZNF653,2,1562
AC100830.2,2,1563
RAB3D,2,1563
PDE6G,2,1563.5
SNX15,2,1563.5
TPH1,2,1564.5
VWA7,2,1565
MACC1,2,1567
TDRD9,2,1567
PLK4,2,1568
SLC33A1,2,1568
AL354707.1,2,1568.5
PELI2,2,1568.5
SESN1,2,1569.5
ELOVL3,2,1570
SIGLEC14,2,1570
SYCE1L,2,1570
MCAM,2,1570.5
PHF1,2,1570.5
OTUD7A,2,1571
AC231981.1,2,1571.5
CSKMT,2,1572
TSKS,2,1572
AL158151.1,2,1572.5
C15orf53,2,1572.5
CEP97,2,1573
NAALADL2,2,1573
ZNF582,2,1574
AC144831.1,2,1574.5
GRAP2,2,1576.5
NCALD,2,1576.5
AC009053.2,2,1577
AC119428.2,2,1577
ILDR2,2,1577
TBC1D12,2,1578.5
REXO5,2,1579
ZNF385C,2,1579
MEIS1,2,1579.5
PMEPA1,2,1580
AC020928.1,2,1582
PLCH2,2,1582.5
TSHR,2,1583
FAM169A,2,1583.5
TMPPE,2,1583.5
TUBB4A,2,1583.5
TST,2,1584.5
BCAR3,2,1587.5
WDR60,2,1587.5
EHHADH,2,1588
AC012313.5,2,1588.5
MIEF2,2,1588.5
FAM222A,2,1589
MICU2,2,1589
ZNF737,2,1590
SCOC-AS1,2,1592
PVR,2,1593.5
ZNF587,2,1593.5
POLR3G,2,1595
CIB1,2,1597
SVIL,2,1597
PPP1R12C,2,1598.5
AC010247.2,2,1599
PEX12,2,1599
AC078785.1,2,1600
LINC00336,2,1600.5
P2RX1,2,1600.5
GTF2IRD2,2,1603
SPAG8,2,1603.5
SLC35E4,2,1605
AP001107.9,2,1606
C1RL,2,1607.5
EFCAB11,2,1607.5
ADCY9,2,1608
AC120049.1,2,1609
SLFN13,2,1609
RNASEL,2,1609.5
AC245033.1,2,1610.5
METTL16,2,1610.5
STXBP4,2,1611
DYRK3,2,1612
IL11RA,2,1612
ABTB2,2,1613
AC046130.1,2,1613
RAB26,2,1613.5
AC009404.1,2,1615
SELENOM,2,1615
CYSLTR1,2,1615.5
AC007292.2,2,1616.5
ZNF529-AS1,2,1617.5
KCTD16,2,1619.5
DHODH,2,1621
TSPAN5,2,1622.5
AC009318.4,2,1623
AC025262.1,2,1623
TIGD3,2,1623
SPIRE1,2,1623.5
AC010468.2,2,1624
B4GALNT4,2,1624
CNNM2,2,1624
STOML1,2,1626.5
MED12L,2,1627
MIR3142HG,2,1627
PKIA,2,1627
ZFP14,2,1628
ZNF267,2,1628
AC123595.1,2,1628.5
DNA2,2,1628.5
HIST1H4F,2,1628.5
TNKS1BP1,2,1628.5
TBC1D3L,2,1629
CASD1,2,1631
PPP1R3B,2,1631
AC092683.1,2,1633
C1orf74,2,1633.5
U2AF1L5,2,1634
DALRD3,2,1635
AC008040.5,2,1635.5
CCL25,2,1636.5
IFNL1,2,1638.5
ARL6IP1,2,1639
C2orf48,2,1639
ZNF507,2,1639
PUS7,2,1639.5
AC099063.4,2,1641
EIF1AX,2,1641
AL035530.2,2,1641.5
CD226,2,1642
ABLIM2,2,1643
JAM3,2,1643
ADAM19,2,1643.5
HCG18,2,1643.5
LINC00284,2,1645.5
PELI3,2,1646
CTSF,2,1646.5
FAM57A,2,1646.5
TLR5,2,1648.5
AL136987.1,2,1649.5
TMEM220,2,1650
NAB1,2,1651.5
EMP1,2,1652.5
LOXL1-AS1,2,1652.5
SLAMF8,2,1652.5
CCDC120,2,1653
WDR83OS,2,1653
AL118516.1,2,1654
LDAH,2,1655.5
KCNK7,2,1656
NSUN6,2,1657
APOL6,2,1657.5
PARP15,2,1657.5
HIST4H4,2,1658.5
C11orf80,2,1661.5
LRP12,2,1662
METTL24,2,1662
ARMH4,2,1663.5
PRDX2,2,1669.5
TRIM66,2,1670.5
NPIPA7,2,1671
PPT2,2,1671
UBA6-AS1,2,1671
AC022706.1,2,1673
CA13,2,1673.5
SHISA4,2,1674
FAM20A,2,1674.5
ELL2,2,1675.5
CKS2,2,1676
ZNF395,2,1676
CYB5D1,2,1677
CDC25C,2,1677.5
GNPTAB,2,1678.5
NFAT5,2,1678.5
KCTD2,2,1679
TBC1D32,2,1679
ECHDC3,2,1679.5
SEC14L2,2,1680.5
FAM229B,2,1681
EEF2K,2,1682
UPP1,2,1683.5
TMEM168,2,1684
ZGRF1,2,1684.5
AP000787.1,2,1686
AC015971.1,2,1687
MSH5,2,1687
FAM174A,2,1687.5
IPCEF1,2,1687.5
PPFIBP1,2,1689.5
KBTBD6,2,1690
AC108047.1,2,1691.5
AC011476.3,2,1692
AC093525.7,2,1693.5
NETO2,2,1693.5
DYNC2H1,2,1694
ANKRD36C,2,1695
SORL1,2,1695.5
AL138921.1,2,1696
FLT4,2,1697.5
LANCL2,2,1697.5
IFT122,2,1698
CEP350,2,1698.5
SRRM1,2,1698.5
AL358852.1,2,1699
CABLES2,2,1699
AC093010.2,2,1699.5
WDR17,2,1700.5
CDC25B,2,1703
ZFP69,2,1703
AL139011.2,2,1704.5
LRRC1,2,1706.5
POMT1,2,1706.5
AL138963.3,2,1708.5
AL136985.3,2,1709.5
GNG5,2,1710.5
DBF4B,2,1711
ZNF674,2,1711
CCDC163,2,1711.5
CERS4,2,1711.5
HHAT,2,1711.5
EP300-AS1,2,1712
LINC01215,2,1712
C17orf51,2,1713
LINC02062,2,1715
LINC00484,2,1715.5
BUB1B,2,1717.5
DND1,2,1718.5
AL391988.1,2,1719.5
NEXN,2,1724.5
PARD6G,2,1725.5
CDC42EP4,2,1726
PTGIR,2,1726
TTC24,2,1726.5
CLDND1,2,1727
NFYC-AS1,2,1727
PELI1,2,1728.5
PTPN12,2,1730
ARMCX1,2,1732.5
ATP5MC3,2,1733
PCNT,2,1734
MAGI3,2,1734.5
AL589765.7,2,1735
AC011445.2,2,1736.5
BBS4,2,1737
MGAT3,2,1737.5
SLC7A1,2,1738
ZNF438,2,1738.5
AC005014.2,2,1740
BRCA2,2,1741
CCDC126,2,1741.5
HLA-DQB1-AS1,2,1742
ATG9B,2,1742.5
RND1,2,1743
LRMP,2,1744
AL356488.3,2,1745
ANKRD20A1,2,1745.5
AC007541.1,2,1749
URB1-AS1,2,1749.5
DOCK6,2,1751
TCEANC,2,1751
AXIN1,2,1752
C12orf65,2,1752.5
FAM184A,2,1753.5
ING2,2,1754.5
PCNX4,2,1754.5
JMJD1C,2,1757.5
AC073111.5,2,1759
FGFRL1,2,1760
HIST2H3D,2,1760
RAB6B,2,1763
AC012170.3,2,1764
UXT,2,1764.5
ZMAT1,2,1764.5
IZUMO4,2,1765
AGBL3,2,1766
NDUFA1,2,1766
SLF1,2,1766.5
PLA2G15,2,1768.5
SAP25,2,1769.5
TIFA,2,1769.5
AC018362.1,2,1771
TBC1D24,2,1771.5
AC019077.1,2,1772
WFS1,2,1773.5
HIST1H2BI,2,1777
AC087239.1,2,1778
SNHG9,2,1778.5
AC073352.2,2,1779
CDC14B,2,1779
VKORC1,2,1779
HOMER1,2,1783.5
MRPS31,2,1783.5
POC1B,2,1784.5
MAPK13,2,1786.5
AC104662.2,2,1788
TCF7L2,2,1789.5
CHD3,2,1791
LINC01670,2,1792
TMEM67,2,1793
ZNF358,2,1793.5
ACACB,2,1794.5
ARHGAP35,2,1794.5
CFAP97,2,1795.5
KCNQ4,2,1796.5
ARHGEF25,2,1798
AP002884.1,2,1798.5
FPR2,2,1800
P2RX7,2,1802
VAMP8,2,1802
AC010616.1,2,1802.5
ACE2,2,1803
HIST1H4J,2,1803
NECTIN3,2,1803.5
SHPK,2,1804
TIAM1,2,1804
